Symbol,Name,MarketCap,IPOyear,Sector,industry,Summary Quote
CTBI,"Community Trust Bancorp, Inc.",681597666,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,46009577.25,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
COB,CommunityOne Bancorp,239757709.2,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob
CVLT,"CommVault Systems, Inc.",3550440447,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
GSJK,"Compressco Partners, L.P.",320086152.5,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/gsjk
CGEN,Compugen Ltd.,391670404.5,1981,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",681488801.9,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",317024733.3,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CPWR,Compuware Corporation,2263328141,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpwr
SCOR,"comScore, Inc.",999360964,1980,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",42710579.46,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,502563618.5,1972,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNSI,Comverse Inc.,707092858,1991,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cnsi
CNAT,Conatus Pharmaceuticals Inc.,132978098.2,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNQR,"Concur Technologies, Inc.",5383182634,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnqr
CCUR,Concurrent Computer Corporation,68878500.78,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CNMD,CONMED Corporation,1030837937,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",362277133.7,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",195025501.4,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",2171491517,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",764124417.9,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,217294284.5,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CTCT,"Constant Contact, Inc.",857904097.3,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct
CPSS,"Consumer Portfolio Services, Inc.",145449285.3,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CTRL,Control4 Corporation,395331086.1,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",3962271778,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CORT,Corcept Therapeutics Incorporated,179665650,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
BVA,Cordia Bancorp Inc.,11741642.46,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva
CORE,"Core-Mark Holding Company, Inc.",849498486.9,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
COCO,"Corinthian Colleges, Inc.",176699774.7,1999,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coco
CSOD,"Cornerstone OnDemand, Inc.",2448613449,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRTX,Cornerstone Therapeutics Inc.,254501415.1,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crtx
CNDO,"Coronado Biosciences, Inc.",47719923.22,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cndo
CRRS,"Corporate Resource Services, Inc.",606223859,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/crrs
CRVL,CorVel Corp.,860641221,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
COSI,"Cosi, Inc.",40358778.61,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
ATX,Costa Inc.,249301598.2,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/atx
CSGP,"CoStar Group, Inc.",4931984094,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,53501103431,1985,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,54010360.14,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
CRRC,Courier Corporation,191844986.8,1972,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc
CVTI,"Covenant Transportation Group, Inc.",96166747.95,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COVS,Covisint Corporation,454334080,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,"Cowen Group, Inc.",450183309.9,2006,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
CRAI,"CRA International,Inc.",190995427,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",2657022464,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",303974818.1,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,903818669.1,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,2888098899,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
GLDI,Credit Suisse Gold Shares Covered Calls ETN,22769971.84,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse Silver Shares Covered Call ETN,14246000,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo
CREE,"Cree, Inc.",6993517045,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESW,Cresud S.A.C.I.F. y A.,0,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cresw
CRESY,Cresud S.A.C.I.F. y A.,517111174.6,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRTO,Criteo S.A.,1697102310,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",1118712655,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",198634996.7,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRDS,"Crossroads Systems, Inc.",12659480.36,1992,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
XTXI,"Crosstex Energy, Inc.",1519185447,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtxi
XTEX,"Crosstex Energy, L.P.",2258806581,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtex
CRWS,"Crown Crafts, Inc.",78014012.37,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRWN,"Crown Media Holdings, Inc.",1122188920,1983,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CRMB,"Crumbs Bake Shop, Inc.",14566165.13,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmb
CRMBU,"Crumbs Bake Shop, Inc.",0,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbu
CRMBW,"Crumbs Bake Shop, Inc.",0,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbw
CSGS,"CSG Systems International, Inc.",938956555.7,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSPI,CSP Inc.,27363430.53,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSRE,CSR plc,1256011713,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre
CTCM,"CTC Media, Inc.",1874757057,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIB,CTI Industries Corporation,18549768.66,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",6469632615,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),198025703.2,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CBST,"Cubist Pharmaceuticals, Inc.",4122271825,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbst
CBSTZ,"Cubist Pharmaceuticals, Inc.",0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbstz
CUI,"CUI Global, Inc.",114336746.3,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,88356060,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,1284457793,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",232013623.9,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUBI,"Customers Bancorp, Inc",394648380.6,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBIL,"Customers Bancorp, Inc",0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubil
CUTR,"Cutera, Inc.",119893012.3,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,1548751741,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,65276633.75,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,27152670.6,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBX,"Cyberonics, Inc.",1605143083,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYBE,CyberOptics Corporation,34801653.4,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",70860452,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",3139630.52,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYNO,"Cynosure, Inc.",535315992,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,1361424101,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CONE,CyrusOne Inc,430238609.7,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",182673343.8,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTX,Cytori Therapeutics Inc,166071909.8,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CYTR,CytRx Corporation,87728611.08,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DAEG,Daegis Inc,14254466.28,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
DJCO,Daily Journal Corp. (S.C.),202141214.4,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",521809431.1,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",11316861,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DAIO,Data I/O Corporation,22921364.3,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,238278957.4,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,4123455.7,1984,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,231333570.9,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
DWSN,Dawson Geophysical Company,242769944.5,1981,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
TRAK,"Dealertrack Technologies, Inc.",1817302018,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak
DECK,Deckers Outdoor Corporation,2512120019,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DHRM,Dehaier Medical Systems Limited,17971800,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",484390835.3,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DCTH,"Delcath Systems, Inc.",37899526.67,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DLIA,dELIA*s Inc.,69417300,1996,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/dlia
DGAS,"Delta Natural Gas Company, Inc.",149704842.2,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DNDN,Dendreon Corporation,406876908.2,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dndn
DENN,Denny&#39;s Corporation,597891102.6,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY International Inc.,6847307328,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",436517057.3,1995,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",203890178.4,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DEST,Destination Maternity Corporation,417691570.5,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",335647145.4,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",41234729.1,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DXM,"Dex Media, Inc.",78672670.5,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DXCM,"DexCom, Inc.",2402600606,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DLLR,DFC Global Corp,480313196.6,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dllr
DMND,"Diamond Foods, Inc.",533668867.3,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
DHIL,"Diamond Hill Investment Group, Inc.",380707144.9,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",2471023590,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,140431982.1,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DGII,Digi International Inc.,257900256.6,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,134851828,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,78666479.01,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",16379775.88,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DCIN,Digital Cinema Destinations Corp.,34244627.78,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dcin
DGIT,"Digital Generation, Inc.",338070360.6,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dgit
DRIV,"Digital River, Inc.",601451142.7,1998,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/driv
DCOM,"Dime Community Bancshares, Inc.",598019539,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,1033584873,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DTV,DIRECTV,33638798248,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DISCA,"Discovery Communications, Inc.",20051566716,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",552371478.1,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",6962904012,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DSCO,"Discovery Laboratories, Inc.",174414286.8,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
DISH,DISH Network Corporation,22993114068,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,30409845,1991,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
BAGR,"Diversified Restaurant Holdings, Inc.",163082350,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
DLHC,DLH Holdings Corp.,13045482.8,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,55300167.24,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",13222113311,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",330698592.1,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",561508860.6,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",748480516.4,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",1712433349,1981,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
HILL,Dot Hill Systems Corporation,164608035.8,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill
DBLE,Double Eagle Petroleum Company,22464444.35,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dble
DBLEP,Double Eagle Petroleum Company,35420000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dblep
DOVR,"Dover Saddlery, Inc.",25089436.6,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DRWI,DragonWave Inc,60525348.29,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DWA,"Dreamworks Animation SKG, Inc.",2643683884,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,1312515334,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",31120299.41,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",175492549.7,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DTSI,"DTS, Inc.",369941247.3,1985,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DNKN,"Dunkin&#39; Brands Group, Inc.",5059501908,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRTX,"Durata Therapeutics, Inc.",266049644,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drtx
DRRX,Durect Corporation,149027117.3,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",1351209225,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYAX,Dyax Corp.,1026503296,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
BOOM,Dynamic Materials Corporation,312489759,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DRCO,Dynamics Research Corporation,75391553.37,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/drco
DYSL,Dynasil Corporation of America,14950722.52,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,7984925.68,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,232479989.7,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,5063301022,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EOPN,"E2open, Inc.",615897580.2,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
EBMT,"Eagle Bancorp Montana, Inc.",42690600.75,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",737666114.4,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,75296044.84,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EROC,"Eagle Rock Energy Partners, L.P.",888922220.9,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
ELNK,"EarthLink, Inc.",529111895,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",4626615725,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),102348889.7,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EIHI,"Eastern Insurance Holdings, Inc.",193949216.2,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eihi
EVBS,"Eastern Virginia Bankshares, Inc.",77449603.85,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EBAY,eBay Inc.,68393606476,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIX,"Ebix, Inc.",494241820.8,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,104012726.4,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",457166516.4,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",23118255.39,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,4444834312,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",47172935.4,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
EDAP,EDAP TMS S.A.,56435245.3,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGW,"Edgewater Technology, Inc.",76488790.2,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDMC,Education Management Corporation,1534618213,1984,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDUC,Educational Development Corporation,10957796.16,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EVAC,Edwards Group Limited,1143179333,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/evac
EFUT,eFuture Information Technology Inc.,16505467.15,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,335119692.2,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",801090347.9,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
BAGL,"Einstein Noah Restaurant Group, Inc.",314039088.3,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
EMITF,Elbit Imaging Ltd.,29883370.8,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,2265708833,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ESYS,Elecsys Corporation,31300409.04,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
ELRC,Electro Rent Corporation,443703161.7,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",295079220.6,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,8173199746,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",1788513078,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",13185041.99,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
RDEN,"Elizabeth Arden, Inc.",1099268256,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
ESBK,Elmira Savings Bank NY (The),52327990,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
LONG,"eLong, Inc.",680290697.5,1987,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
ELTK,Eltek Ltd.,8460936.96,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,"EMC Insurance Group, Inc.",409804563.6,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,43461844.7,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,142373861.3,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,99866573.03,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
EMMSP,Emmis Communications Corporation,19432468.6,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emmsp
NYNY,"Empire Resorts, Inc.",179455171.5,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",29358654.84,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",369159601.1,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,1210078775,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,1032057204,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo Health Solutions Inc.,7301203131,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
